Day,Started Sessions,Completed Sessions,Microsessions,AVG session duration (minutes),AVG charging duration (minutes),AVG session idle (minutes),Energy delivered (kWh),AVG kWh delivered per session (kWh),Max kWh delivered per session (kWh),Max kW hour (kW),GHGs avoided (lbs),Gasoline avoided (Gal),Electric miles provided (mi),Potential revenue ($),Collected revenue ($),Discounts granted ($),Utilization (%),Max Utilization (%),Faulted Stations,Time in Faulted State (hours),Uptime (%)
2022-02-14,52,50,20,171.70534133338927,110.55669281101227,61.148648522377,423.86682,8.477336526999716,50.542,-1am,662.24518372,33.80155456,754.75983752,5.1884003,5.1884003,0,17.791666666666668,27.00 % on 08 am through 09 am,-,0.00,-
2022-02-15,38,40,13,235.68877375125885,123.50826833089192,112.18050542036693,282.7778,7.069444550474873,31.722,-1am,441.80914211,22.55031246,503.52921322,5.0139,4.9735,0.04039999999999999,16.208333333333336,22.00 % on 10 am through 11 am,-,0.00,-
2022-02-16,51,50,23,133.922352334102,74.91503647947312,59.00731585462887,304.48874,6.089774638626259,48.498,-1am,475.73009268,24.28166648,542.18886944,12.0536,12.0536,0,15.625000000000004,26.00 % on 12 pm through 01 pm,-,0.00,-
2022-02-17,36,38,9,242.5627192982456,133.84858162863213,108.71413766961348,270.30026,7.113165274354335,29.248,-1am,422.31436125,21.55528235,481.31104086,56.0816,56.0816,0,16.041666666666668,26.00 % on 12 pm through 01 pm,-,0.00,-
2022-02-18,56,55,28,120.41303575840863,72.82440751509233,47.58862824331629,229.10818,4.165603074221872,29.33,-1am,357.95627682,18.27039126,407.96222906,42.799896,42.799896,0,15.541666666666673,26.00 % on 08 am through 09 am,-,0.00,-
2022-02-19,49,51,27,87.57454215459575,51.428015354412054,36.14652680018369,161.52068,3.1670716103307868,42.4578,-1am,252.35825819,12.88057904,287.61232642,114.77041,114.77041,0,13.708333333333334,22.00 % on 01 pm through 02 pm,-,0.00,-
2022-02-20,46,46,24,73.91849564814912,56.896696604162024,17.021799043987095,277.30603,6.028391387151635,66.85,-1am,433.26010463,22.11396236,493.78588809,68.791794,68.791794,0,13.041666666666663,19.00 % on 12 pm through 01 pm,-,0.00,-
2022-02-21,39,38,21,56.78378771982695,37.53289476110224,19.250892958724705,122.17682,3.215179491570636,28.6703,-1am,190.88781379,9.74307554,217.5545536,21.428398,21.428398,0,12.166666666666664,20.00 % on 03 pm through 04 pm,-,0.00,-
2022-02-22,43,42,16,291.4496067463406,95.23818354360641,196.21142320273418,397.919,9.474260028706686,68.01,-1am,621.70457518,31.73232759,708.55576709,75.120895,75.120895,0,14.66666666666667,23.00 % on 09 am through 10 am,-,0.00,-
2022-02-23,79,82,35,2353.8510150403995,82.63311442543821,2271.2179006149613,585.84454,7.14444561735812,62.85,-1am,915.31751653,46.71858057,1043.18599371,173.86473,173.86473,0,17.291666666666668,31.00 % on 11 am through 12 pm,-,0.00,-
2022-02-24,71,69,34,67.17681594211699,40.1607034576112,27.01611248450579,290.54367,4.210777846485565,31.1555,-1am,453.94245796,23.16960717,517.357535,62.3846,61.3623,1.0223000000000013,14.333333333333334,25.00 % on 08 am through 09 am,-,0.00,-
2022-02-25,54,54,18,133.54105679017528,74.4876060952375,59.05345069493778,491.89856,9.109232222361713,48.88,-1am,768.53727838,39.22679301,875.90077757,146.6038,146.6038,0,16.166666666666668,31.00 % on 11 am through 12 pm,-,0.00,-
2022-02-26,28,29,14,86.9821804616643,61.79310348417567,25.189076977488632,247.03217,8.518350673020528,34.3443,-1am,385.96053545,19.69975232,439.8786404,119.90089,119.90089,0,12.833333333333332,20.00 % on 10 am through 11 am,-,0.00,-
2022-02-27,32,32,18,124.60158750017484,31.377644727627438,93.2239427725474,142.87718,4.464911877334089,38.96,-1am,223.2298445,11.39384016,254.41471725,24.8362,24.8362,0,11.41666666666667,16.00 % on 04 pm through 05 pm,-,0.00,-
2022-02-28,64,63,27,116.37540157863073,57.93528839583119,58.440113182799536,375.23788,5.956156809952864,53.17,-1am,586.2678253,29.92360589,668.16855667,75.2841,75.2841,0,15.5,27.00 % on 10 am through 11 am,-,0.00,-
2022-03-01,64,65,24,123.2451343399439,60.2936399326569,62.951494407287,262.96167,4.045563900348945,27.4567,-1am,410.8486233,20.97006139,468.24355661,51.237297,51.237297,0,16.291666666666668,30.00 % on 10 am through 11 am,-,0.00,-
2022-03-02,69,69,29,115.69784347878563,64.80919815134887,50.88864532743676,380.97946,5.521441372020332,36.72,-1am,595.23841116,30.38147218,678.39231985,81.159,81.159,0,17.416666666666668,33.00 % on 12 pm through 01 pm,-,0.00,-
2022-03-03,56,56,18,97.4720238095238,66.01342771393912,31.45859609558468,354.1503,6.3241125463474805,27.95,-1am,553.32080602,28.24196215,630.61888847,92.9237,92.9237,0,15.291666666666668,27.00 % on 09 am through 10 am,-,0.00,-
2022-03-04,49,48,12,140.94132777783608,101.50008587357071,39.44124190426537,449.2595,9.359572768553335,60.82,-1am,701.9184472,35.82651149,799.97539611,88.05609,88.05609,0,16.250000000000004,28.00 % on 09 am through 10 am,-,0.00,-
2022-03-05,34,35,13,78.24856427873884,58.4714842859904,19.77707999274844,428.38068,12.239449133028808,73.33,-1am,669.29759241,34.16151546,762.79745708,95.567406,95.567406,0,13.375,20.00 % on 01 pm through 02 pm,-,0.00,-
2022-03-06,27,26,8,64.14038461538462,32.307767268938896,31.832617346445723,236.35445,9.090556727946723,63.32,-1am,369.27777494,18.84825011,420.8653234,39.7725,39.7725,0,12.166666666666666,17.00 % on 01 pm through 02 pm,-,0.00,-
2022-03-07,47,48,10,120.50381944444445,83.44787258373367,37.055946860710776,392.98053,8.187094160018509,33.12,-1am,613.98876017,31.33850586,699.76206435,71.7949,71.7949,0,16.291666666666668,27.00 % on 12 pm through 01 pm,-,0.00,-
2022-03-08,47,47,12,135.07589503552052,99.5372350596367,35.53865997588382,462.59247,9.842393382336013,61.55,-1am,722.74974314,36.88975847,823.71679269,109.87109,109.87109,0,16.833333333333332,31.00 % on 12 pm through 01 pm,-,0.00,-
2022-03-09,77,76,24,92.8487223330297,63.55263072210446,29.296091610925238,518.1913,6.8183059015825975,56.92,-1am,809.6167864,41.32352586,922.71903093,344.33072,344.33072,0,18.54166666666667,31.00 % on 01 pm through 02 pm,-,0.00,-
2022-03-10,61,62,21,104.3629161290584,54.52819356687608,49.83472256218233,345.12875,5.566593371162702,33.94,-1am,539.22562858,27.52253236,614.55463599,74.6672,74.6672,0,16,32.00 % on 10 am through 11 am,-,0.00,-
2022-03-11,50,50,8,115.61800799997648,77.16665792195002,38.451350078026465,533.10834,10.662164814248682,63.29,-1am,832.9230171,42.5130956,949.28110693,96.50571,96.50571,0,16.041666666666668,31.00 % on 10 am through 11 am,-,0.00,-
2022-03-12,40,40,14,65.41540791650613,40.370768229166664,25.044639687339462,386.11377,9.652845516867819,49.7,-1am,603.26020458,30.79091131,687.53474573,49.3271,49.3271,0,13.416666666666668,21.00 % on 03 pm through 04 pm,-,0.00,-
2022-03-13,47,47,18,69.99753794315014,28.17197194183972,41.82556600131042,327.25775,6.9629300629739905,44.71,-1am,511.30416099,26.09739703,582.73258147,22.399502,22.399502,0,14.375000000000002,21.00 % on 01 pm through 02 pm,-,0.00,-
2022-03-14,68,68,13,92.66348039215686,65.45347864300597,27.21000174915089,523.74146,7.702078018089249,44.43,-1am,818.28829961,41.76612723,932.60194146,93.2922,93.2922,0,17.75,32.00 % on 10 am through 11 am,-,0.00,-
2022-03-15,68,68,17,3050.490692156904,68.12740260163943,2982.3632895552646,597.4447,8.785949719816392,49.24,-1am,933.44148785,47.6436434,1063.84185651,90.8957,90.8957,0,17.541666666666668,32.00 % on 09 am through 10 am,-,0.00,-
2022-03-16,52,50,9,137.0066746667226,102.05834572283426,34.94832894388834,510.8142,10.216284273450729,65.05,-1am,798.09088082,40.73523389,909.58297372,88.0704,88.0704,0,18.208333333333336,28.00 % on 08 am through 09 am,-,0.00,-
2022-03-17,49,50,14,125.3533413333893,83.43153643735249,41.921804896036804,482.31274,9.646254581988323,34.7824,-1am,753.56049127,38.46236512,858.83175587,108.1413,108.1413,0,17.041666666666668,30.00 % on 11 am through 12 pm,-,0.00,-
2022-03-18,53,52,18,87.2423076923077,75.7676031051538,11.474704587153909,739.0337,14.212187283410458,64.23,-1am,1154.6586931,58.93475674,1315.96277183,113.4788,113.4788,0,19.666666666666668,33.00 % on 11 am through 12 pm,-,0.00,-
2022-03-19,23,21,4,76.40951189313616,63.043774703192334,13.365737189943822,262.21884,12.486611708882265,60.32,-1am,409.68803331,20.91082389,466.92083394,31.2921,31.2921,0,14.916666666666664,22.00 % on 12 pm through 01 pm,-,0.00,-
2022-03-20,30,32,13,57.185923438767595,39.362019856770836,17.82390358199676,341.7006,10.678144375266129,43.86,-1am,533.86952209,27.24915216,608.4502895,44.927002,44.927002,0,14.79166666666667,20.00 % on 02 pm through 03 pm,-,0.00,-
2022-03-21,47,47,12,104.63900177301245,85.62943071997758,19.009571053034875,511.69995,10.887233578525683,49.94,-1am,799.47476756,40.80586864,911.16018735,97.7437,97.7437,0,18.208333333333336,27.00 % on 01 pm through 02 pm,-,0.00,-
2022-03-22,48,47,14,2077.7138414896126,44.12765961690998,2033.5861818727026,407.08087,8.661295434041444,36.68,-1am,636.01898715,32.46294729,724.86988083,52.806103,52.806103,0,16.666666666666664,28.00 % on 11 am through 12 pm,-,0.00,-
2022-03-23,37,44,7,350.11098484848486,66.70069845824531,283.41028639023955,485.8802,11.0427313386542,66.81,-1am,759.13425428,38.7468547,865.18416518,77.2841,77.2841,0,14.083333333333329,30.00 % on 10 am through 11 am,-,0.00,-
2022-03-24,51,49,16,125.04318707500185,87.98802874282914,37.05515833217271,433.51358,8.847214223435968,51.6828,-1am,677.31718286,34.57084215,771.93737223,186.81721,186.81721,0,10.708333333333336,20.00 % on 11 am through 12 pm,-,0.00,-
2022-03-25,48,50,18,102.43034933400153,70.73838535435995,31.691963979641585,319.8857,6.397714196955786,24.5555,-1am,499.78614548,25.50950777,569.60551656,57.515404,57.515404,0,9.45833333333333,22.00 % on 08 am through 09 am,-,0.00,-
2022-03-26,30,29,12,67.56041895082627,57.8447642981321,9.715654652694177,171.29066,5.906574779711985,28.0243,-1am,267.622775,13.65969289,305.00927322,210.42082,210.42082,0,6.833333333333336,14.00 % on 01 pm through 02 pm,-,0.00,-
2022-03-27,26,27,6,78.09569381902247,60.53091215557522,17.56478166344725,285.8727,10.587877627729473,39.2166,-1am,446.64458221,22.79711742,509.04015701,56.373,56.373,0,5.875000000000003,11.00 % on 02 pm through 03 pm,-,0.00,-
2022-03-28,36,36,8,98.10418889081036,85.81479302865488,12.289395862155487,387.74237,10.770620922247568,48.95,-1am,605.80471256,30.92078515,690.43471764,68.1916,68.1916,0,7.04166666666667,14.00 % on 10 am through 11 am,-,0.00,-
2022-03-29,31,31,9,117.80861505487913,105.41402207241264,12.394592982466492,293.5831,9.470421618030917,33.0663,-1am,458.6912323,23.41198863,522.76970595,58.1693,58.1693,0,7.916666666666669,19.00 % on 09 am through 10 am,-,0.00,-
2022-03-30,40,41,11,933.9825337347945,87.13592601384575,846.8466077209488,372.91687,9.095535225391092,42.27,-1am,582.64150302,29.73851533,664.03564264,1770.9219,62.8179,1708.104,8.416666666666668,17.00 % on 11 am through 12 pm,-,0.00,-
2022-03-31,56,54,17,97.24044690544223,74.90751375107116,22.332933154371062,444.93503,8.23953824302104,54.21,-1am,695.16193951,35.48165362,792.27501447,90.275,90.275,0,10.416666666666664,20.00 % on 01 pm through 02 pm,-,0.00,-
2022-04-01,74,75,25,78.58558755021626,66.13223217805226,12.453355372163998,645.0297,8.600397168377725,41.69,-1am,1007.78780509,51.43834234,1148.57424219,83.042496,83.042496,0,11.041666666666664,19.00 % on 11 am through 12 pm,-,0.00,-
2022-04-02,43,44,19,85.68485757654364,33.984834012660116,51.70002356388352,380.75906,8.653615410310026,68.08,-1am,594.89406045,30.36389623,677.99986387,41.256203,41.256203,0,7.333333333333335,20.00 % on 01 pm through 02 pm,-,0.00,-
2022-04-03,38,36,14,59.338012025974415,39.023077630334434,20.31493439563998,319.23346,8.867595777992392,54.46,-1am,498.76709238,25.45749444,568.44410327,28.4853,28.4853,0,7.083333333333335,12.00 % on 03 pm through 04 pm,-,0.00,-
2022-04-04,36,38,3,136.65921052631577,125.23248924121522,11.426721285100555,476.56183,12.541100003217396,47.41,-1am,744.57532831,38.0037548,848.5913792,81.9832,81.9832,0,9.291666666666664,19.00 % on 02 pm through 03 pm,-,0.00,-
2022-04-05,34,32,4,368.2760416666667,80.49723779360453,287.77880387306215,324.82513,10.150785144418478,45.24,-1am,507.50346039,25.90340606,578.40092872,861.8765,41.578495,820.298005,8.16666666666667,17.00 % on 12 pm through 01 pm,-,0.00,-
2022-04-06,50,52,9,114.78493910011572,79.73246933389933,35.05246976621639,388.06314,7.462753085509086,27.4994,-1am,606.30588033,30.94636518,691.00589778,63.209698,63.209698,0,10.45833333333333,23.00 % on 09 am through 10 am,-,0.00,-
2022-04-07,43,39,9,119.55513846079508,95.06853580963917,24.486602651155906,373.22427,9.56985346687277,42.04,-1am,583.12178163,29.76302916,664.58301545,61.740807,61.740807,0,12.166666666666666,22.00 % on 12 pm through 01 pm,-,0.00,-
2022-04-08,58,59,12,167.72205654079633,83.09475148680521,84.62730505399112,610.99115,10.355781490687612,63.0449,-1am,954.60632276,48.72391448,1087.96338695,354.3689,128.0946,226.27429999999998,15.916666666666664,27.00 % on 11 am through 12 pm,-,0.00,-
2022-04-09,35,34,9,89.7769656826468,54.51227378120609,35.26469190144071,278.88174,8.202404112880364,55.21,-1am,435.72197782,22.23961845,496.59168125,49.289597,49.289597,0,12.791666666666668,19.00 % on 09 am through 10 am,-,0.00,-
2022-04-10,28,28,5,96.56189642406645,62.48509701007889,34.07679941398756,295.58182,10.55649360048119,48.0113,-1am,461.81401198,23.57137795,526.32873325,57.297405,57.297405,0,12.041666666666663,20.00 % on 12 pm through 01 pm,-,0.00,-
2022-04-11,42,41,6,304.8195478051658,66.75412815004829,238.06541965511752,456.23087,11.127580953943657,68.68,-1am,712.81044438,36.38244825,812.38898887,830.8588,143.4367,687.4221,15.333333333333337,23.00 % on 09 am through 10 am,-,0.00,-
2022-04-12,81,78,37,264.08933893431964,41.87815261264132,222.21118632167833,379.64148,4.867198389275775,44.2401,-1am,593.14796489,30.27477404,676.0098414,686.95654,63.107395,623.849145,14.874999999999996,25.00 % on 11 am through 12 pm,-,0.00,-
2022-04-13,55,55,10,214.85516571969694,82.22439795696374,132.6307677627332,584.4332,10.626057803145654,50.34,-1am,913.11245335,46.60603228,1040.67288653,362.62906,95.520905,267.108155,15.083333333333332,23.00 % on 09 am through 10 am,-,0.00,-
2022-04-14,41,42,5,201.8666983225989,66.2760031616877,135.5906951609112,400.88693,9.544926560955078,36.7,-1am,626.34163865,31.96900723,713.84062133,389.61444,54.739605,334.874835,12.5,21.00 % on 11 am through 12 pm,-,0.00,-
2022-04-15,42,40,10,122.42541973908742,62.616682134071986,59.80873760501543,478.7362,11.968404904007912,68.83,-1am,747.97254175,38.17715145,852.46317824,125.0829,42.0624,83.0205,10.999999999999998,20.00 % on 11 am through 12 pm,-,0.00,-
2022-04-16,29,29,9,88.2384977011845,47.083418649366536,41.155079051817964,221.72855,7.645812028167962,40.73,-1am,346.4264184,17.68189753,394.8216668,26.2803,26.2803,0,11.541666666666666,17.00 % on 11 am through 12 pm,-,0.00,-
2022-04-17,20,19,5,149.3201754385965,68.20606465757939,81.1141107810171,183.82846,9.675182072163903,44.4552,-1am,287.21170547,14.65952848,327.33474774,48.3508,48.3508,0,10.125,14.00 % on 02 pm through 03 pm,-,0.00,-
2022-04-18,45,46,17,456.2993120017259,74.5870369731516,381.7122750285743,573.86755,12.475380959153762,65.6,-1am,896.60478987,45.76346716,1021.85912735,1738.5072,281.89624,1456.61096,12.08333333333333,20.00 % on 11 am through 12 pm,-,0.00,-
2022-04-19,56,60,23,139.21365467336443,64.46801187144385,74.74564280192058,438.71817,7.311969551998967,41.52,-1am,685.44878104,34.9858858,781.20494241,286.84863,82.6015,204.24713000000003,13.541666666666666,25.00 % on 10 am through 11 am,-,0.00,-
2022-04-20,54,49,13,298.42347392646633,81.04599369821094,217.3774802282554,398.66406,8.135999988621975,53.27,-1am,622.8686493,31.79174292,709.88246061,941.87885,96.8221,845.0567500000001,14.416666666666666,26.00 % on 09 am through 10 am,-,0.00,-
2022-04-21,39,40,3,171.80542643229168,50.812407429615654,120.99301900267602,346.74915,8.668727863481035,71.34,-1am,541.75732497,27.65175229,617.44000655,117.76779,45.109703,72.658087,13.624999999999998,26.00 % on 09 am through 10 am,-,0.00,-
2022-04-22,60,56,12,342.9440779481616,72.89903135356448,270.0450465945971,664.23083,11.861264496881631,58.69,-1am,1037.78745419,52.96954982,1182.76479704,1346.9456,95.732605,1251.212995,16.416666666666664,27.00 % on 01 pm through 02 pm,-,0.00,-
2022-04-23,41,41,11,159.52805813424956,52.26214986661585,107.2659082676337,449.82422,10.97132117507082,61.74,-1am,702.80075995,35.87154548,800.98096662,146.59999,146.59999,0,15.66666666666667,21.00 % on 08 am through 09 am,-,0.00,-
2022-04-24,51,54,20,92.6787037037037,37.8503543479943,54.828349355709406,485.8515,8.997249619681734,53.82,-1am,759.08941369,38.744566,865.13306043,66.077705,66.077705,0,13.583333333333334,20.00 % on 11 am through 12 pm,-,0.00,-
2022-04-25,54,54,18,383.1611377345191,72.20836769062795,310.9527700438912,458.902,8.498185166321626,56.44,-1am,716.98379056,36.59545937,817.14534523,858.0183,50.581203,807.437097,15.16666666666667,25.00 % on 11 am through 12 pm,-,0.00,-
2022-04-26,60,63,22,463.2548031115658,65.16138657337774,398.0934165381881,549.89734,8.728529417725643,82.1,-1am,859.15397896,43.85194609,979.17649462,1043.7218,114.372086,929.3497140000001,15.375,23.00 % on 08 am through 09 am,-,0.00,-
2022-04-27,38,41,8,1170.3914954778625,82.16665049607192,1088.2248449817905,491.24393,11.981558917149924,54.9,-1am,767.51449116,39.17458908,874.73510852,2140.8547,178.43886,1962.41584,14.249999999999998,21.00 % on 08 am through 09 am,-,0.00,-
2022-04-28,49,46,9,143.09020659958108,85.10709867995719,57.98310791962389,471.43668,10.248621975496897,42.21,-1am,736.56784638,37.59504615,839.46526411,237.95775,114.03675,123.921,16.291666666666668,25.00 % on 07 am through 08 am,-,0.00,-
2022-04-29,57,53,10,175.28963755159256,81.34742679475988,93.94221075683268,495.65317,9.351946962184607,31.3,-1am,774.40344263,39.526207,882.58643613,105.61917,105.61917,0,20.75,38.00 % on 11 am through 12 pm,-,0.00,-
2022-04-30,19,20,8,70.02417500019074,56.20432501157124,13.819849988619495,190.49396,9.524699135567062,55.93,-1am,297.62581449,15.19107342,339.20369209,26.866253,26.866253,0,17.916666666666668,21.00 % on 04 pm through 05 pm,-,0.00,-
2022-05-01,34,35,8,147.48666666666668,61.692748137201576,85.7939185294651,458.67203,13.104915103086803,58.82,-1am,716.62448779,36.57712025,816.73584839,348.29437,348.29437,0,18.91666666666667,25.00 % on 11 am through 12 pm,-,0.00,-
2022-05-02,47,47,11,283.98760824000584,85.67197169615022,198.31563654385562,354.66833,7.5461340424718655,28.8529,-1am,554.13017079,28.28327281,631.54132028,496.05673,95.888756,400.167974,20.375,32.00 % on 11 am through 12 pm,-,0.00,-
2022-05-03,39,41,5,1036.1341590447155,100.20937754235617,935.9247815023593,454.88696,11.094804602388361,40.6514,-1am,710.71073314,36.27527721,809.99595114,844.32477,205.23479,639.08998,19.708333333333336,32.00 % on 09 am through 10 am,-,0.00,-
2022-05-04,49,46,5,492.52937365545745,114.16851682801179,378.3608568274457,562.2238,12.222257679690221,55.2,-1am,878.41271398,44.83492822,1001.12564588,1587.5796,97.08256,1490.49704,20.625000000000004,35.00 % on 08 am through 09 am,-,0.00,-
2022-05-05,48,48,8,198.06423611111111,97.41518358488878,100.64905252622233,477.57974,9.949577662955258,56.18,-1am,746.16570048,38.08492874,850.40392396,327.6952,128.19365,199.50155,22.750000000000004,33.00 % on 09 am through 10 am,-,0.00,-
2022-05-06,45,46,10,266.4641304347826,81.66843742529551,184.79569300948708,511.1941,11.112914688406898,53.2849,-1am,798.68443269,40.76552928,910.25944389,824.92444,68.25617,756.66827,19.333333333333336,27.00 % on 01 pm through 02 pm,-,0.00,-
2022-05-07,33,33,8,78.0070707070707,60.964689039943195,17.0423816671275,477.61133,14.473071102663226,51.61,-1am,746.21505637,38.08744791,850.4601748,67.90039,67.90039,0,18.333333333333336,26.00 % on 01 pm through 02 pm,-,0.00,-
2022-05-08,39,38,10,62.20614035087719,52.17970818218432,10.026432168692871,373.71396,9.834577406281728,39.9556,-1am,583.88686828,29.80207983,665.45498355,65.5932,65.5932,0,18.375,23.00 % on 10 am through 11 am,-,0.00,-
2022-05-09,40,41,4,771.9349593495936,93.36392941358613,678.5710299360074,460.03122,11.22027368552801,37.76,-1am,718.74807234,36.6855098,819.15609451,2665.5186,74.54959,2590.96901,19.70833333333334,28.00 % on 02 pm through 03 pm,-,0.00,-
2022-05-10,36,37,5,437.45180180180176,112.66668601959675,324.785115782205,410.99194,11.10789012264561,49.24871,-1am,642.12960291,32.77483829,731.8341404,1090.4617,116.00963,974.45207,20.375000000000007,31.00 % on 09 am through 10 am,-,0.00,-
2022-05-11,46,48,8,420.68263888888885,82.29867903408078,338.38395985480804,381.96332,7.957569609736917,49.97,-1am,596.77558396,30.45993078,680.14423338,105.935295,104.928856,1.0064390000000003,20.125,31.00 % on 08 am through 09 am,-,0.00,-
2022-05-12,39,39,4,127.79273504273505,105.92524621201376,21.867488830721285,427.42245,10.95955108679258,43.67,-1am,667.80046366,34.08510074,761.0911817,90.27649,90.27649,0,19.625,31.00 % on 10 am through 11 am,-,0.00,-
2022-05-13,58,54,13,331.2274691358025,69.04031084672904,262.18715828907347,327.15118,6.058354990203278,40.64,-1am,511.13765711,26.08889853,582.54281725,75.47755,75.47755,0,19.70833333333334,30.00 % on 08 am through 09 am,-,0.00,-
2022-05-14,33,33,4,350.4939393939394,52.302915137946,298.1910242559934,178.49988,5.4090870943936435,33.19,-1am,278.88638659,14.23459716,317.84639436,24.260511,24.260511,0,17.70833333333334,22.00 % on 11 am through 12 pm,-,0.00,-
2022-05-15,45,46,19,119.4572463768116,49.184741631798126,70.27250474501346,228.02708,4.9571106330208154,50.231968,-1am,356.26717724,18.18417819,406.03716481,96.78051,96.78051,0,18.33333333333334,25.00 % on 01 pm through 02 pm,-,0.00,-
2022-05-16,51,53,7,4678.166666666667,61.40584096113841,4616.760825705529,298.2318,6.213162615895271,54.56,-1am,465.95431362,23.78270245,531.04742879,56.4929,56.4929,0,19.833333333333336,27.00 % on 08 am through 09 am,-,0.00,-
2022-05-17,34,34,6,424.76666666666665,82.71560623996399,342.05106042670263,284.65622,10.542822953653134,39.82,-1am,444.7439663,22.70010837,506.87402792,81.41606,81.41606,0,20.291666666666668,28.00 % on 01 pm through 02 pm,-,0.00,-
2022-05-18,34,32,3,211.83333333333334,90.54951892197133,121.28381441136202,330.37024,11.7989368769756,44.92,-1am,516.16708353,26.34560471,588.27484695,52.59359,52.59359,0,22.20833333333334,30.00 % on 01 pm through 02 pm,-,0.00,-
2022-05-19,39,36,4,321.56203703703704,113.12056387353826,208.44147316349878,330.59738,11.399910227379538,33.575165,-1am,516.52196474,26.36371815,588.67930454,113.8572,113.8572,0,26.16666666666667,36.00 % on 10 am through 11 am,-,0.00,-
2022-05-20,50,52,5,323.9304487179487,92.71020404925713,231.22024466869158,695.5558,16.175720519797746,54.38,-1am,1086.72926689,55.46758135,1238.54370719,164.43532,164.43532,0,27.37500000000001,40.00 % on 07 am through 08 am,-,0.00,-
2022-05-21,37,36,7,75.30787037037038,38.91661372030223,36.39125665006815,360.50323,16.38651101418178,45.87,-1am,563.24655886,28.74858097,641.93125402,50.08246,50.08246,0,25.124999999999996,32.00 % on 04 pm through 05 pm,-,0.00,-
2022-05-22,21,22,2,2430.762878787879,72.64756074854822,2358.1153180393308,159.08401,10.605601541201274,34.15972,-1am,248.55122991,12.68626509,283.27346203,5123.8564,39.7565,5084.099899999999,22.75,28.00 % on 01 pm through 02 pm,-,0.00,-
2022-05-23,36,37,3,348.7256756756757,89.53830608548346,259.18736959019225,350.77194,11.692398377641803,36.72,-1am,548.04249091,27.97255248,624.6032007,144.07153,144.07153,0,24.541666666666664,32.00 % on 11 am through 12 pm,-,0.00,-
2022-05-24,47,46,10,588.109420289855,77.47813647536263,510.6312838144924,340.2454,10.632667172769288,49.962086,-1am,531.5959325,27.13310622,605.85908286,95.09723,84.88639,10.21083999999999,24.749999999999996,33.00 % on 08 am through 10 am,-,0.00,-
2022-05-25,33,33,5,311.27777777777777,93.81077905520046,217.46699872257733,154.90663,7.376506145569563,21.152575,-1am,242.02453413,12.35313702,275.83499669,28.181969,28.181969,0,23.625,33.00 % on 08 am through 09 am,-,0.00,-
2022-05-26,50,50,9,300.7103333333333,69.25327004432678,231.45706328900656,380.82376,11.540115988615787,45.14,-1am,594.99514707,30.36905578,678.11507214,317.67032,52.98571,264.68461,24.749999999999993,33.00 % on 11 am through 12 pm,-,0.00,-
2022-05-27,40,37,4,142.37027027027028,89.69371328439799,52.676556985872296,380.05063,13.105193327213156,30.83,-1am,593.78721667,30.30740199,676.73839568,90.65096,90.65096,0,25.08333333333334,38.00 % on 08 am through 09 am,-,0.00,-
2022-05-28,34,36,7,89.47175925925926,68.68734193024811,20.78441732901115,298.1615,11.926459560394287,36.21,-1am,465.84447762,23.77709633,530.92224887,51.603798,51.603798,0,24.749999999999993,31.00 % on 03 pm through 04 pm,-,0.00,-
2022-05-29,29,29,5,89.86839080459771,60.97121997701711,28.897170827580602,323.64655,14.071589885218797,88.81,-1am,505.66205905,25.80941937,576.30228639,51.141483,51.141483,0,24.45833333333333,31.00 % on 02 pm through 03 pm,-,0.00,-
2022-05-30,30,30,14,72.45944444444444,52.480576805538604,19.97886763890584,328.82074,17.30635518776743,112.27,-1am,513.74616058,26.22203876,585.51572472,67.38543,67.38543,0,23.875,28.00 % on 08 am through 09 am,-,0.00,-
2022-05-31,59,58,17,418.2784482758621,68.66820192282226,349.6102463530398,412.1171,9.812312745467006,44.63,-1am,643.88754138,32.86456496,733.83766023,83.85858,83.85858,0,27.250000000000004,36.00 % on 09 am through 10 am,-,0.00,-
2022-06-01,61,63,9,422.4793650793651,105.961628303326,316.5177367760391,727.7785,13.47737866477972,43.9432,-1am,1137.07368375,58.03720299,1295.92116319,310.5138,310.5138,0,30.166666666666657,47.00 % on 08 am through 09 am,-,0.00,-
2022-06-02,42,42,8,235.07579365079363,94.86524439312163,140.210549257672,458.69864,13.491136049112196,44.87,-1am,716.66606298,36.57924228,816.78323158,101.26382,101.26382,0,26.833333333333332,35.00 % on 09 am through 10 am,-,0.00,-
2022-06-03,50,51,11,1055.3859477124183,78.6633491514555,976.7225985609629,589.49115,17.863369668762033,73.16,-1am,921.01494269,47.00938202,1049.67934172,113.650475,113.650475,0,26,33.00 % on 01 pm through 02 pm,-,0.00,-
2022-06-04,24,24,8,57.31111111111111,43.00007940928141,14.311031701829698,247.93466,13.77414725886451,55.67,-1am,387.37057659,19.77172201,441.48566217,35.016136,35.016136,0,21.625000000000004,26.00 % on 11 am through 01 pm,-,0.00,-
2022-06-05,41,40,17,55.930416666666666,37.81250009059906,18.117916576067607,289.46356,16.0813082167232,55.18,-1am,452.25490514,23.08347305,515.4342336,51.22819,51.22819,0,23.33333333333334,27.00 % on 01 pm through 02 pm,-,0.00,-
2022-06-06,31,32,4,439.6140625,95.10450341502825,344.5095590849717,349.48596,14.56191339890332,55.42,-1am,546.03328892,27.87000111,622.31331621,67.08094,67.08094,0,23.541666666666668,31.00 % on 09 am through 10 am,-,0.00,-
